travelCode,userCode,from,to,flightType,price,time,distance,agency,date,Weekday,Binaryweekday
121123,1201,Sao Paulo,Florianopolis,economic,947.95,1.46,562.14,CloudFy,5/16/2022,Mon,0
22181,217,Salvador,Aracaju,firstClass,1520.02,2.16,830.86,Rainbow,3/22/2020,Sun,1
4105,41,Aracaju,Recife,economic,602.49,1.44,555.74,Rainbow,2/20/2020,Thu,0
96256,952,Florianopolis,Rio de Janeiro,firstClass,585.77,1.21,466.3,CloudFy,12/10/2020,Thu,0
91926,907,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,1/16/2020,Thu,0
41638,404,Recife,Aracaju,firstClass,1181.19,1.44,555.74,Rainbow,2/13/2020,Thu,0
76229,742,Natal,Brasilia,firstClass,1192.62,1.43,550.69,FlyingDrops,2/10/2022,Thu,0
40777,392,Brasilia,Florianopolis,firstClass,1487.52,1.66,637.56,CloudFy,6/11/2020,Thu,0
115446,1148,Sao Paulo,Florianopolis,economic,947.95,1.46,562.14,CloudFy,12/22/2019,Sun,1
11103,110,Sao Paulo,Recife,firstClass,1464.89,1.26,486.52,FlyingDrops,10/31/2021,Sun,1
35014,336,Aracaju,Natal,firstClass,598.61,0.46,176.33,CloudFy,1/30/2020,Thu,0
11027,110,Brasilia,Campo Grande,firstClass,1069.61,0.72,277.7,Rainbow,5/14/2020,Thu,0
17817,177,Recife,Florianopolis,economic,761.2,1.76,676.53,CloudFy,9/10/2020,Thu,0
2324,21,Brasilia,Salvador,premium,1268.97,1.76,676.56,Rainbow,4/30/2020,Thu,0
35224,337,Recife,Florianopolis,firstClass,1371.83,1.76,676.53,Rainbow,6/30/2022,Thu,0
121618,1205,Florianopolis,Natal,economic,780.68,1.84,709.37,Rainbow,8/26/2021,Thu,0
68267,661,Natal,Aracaju,premium,451.41,0.46,176.33,CloudFy,4/10/2022,Sun,1
91012,898,Florianopolis,Campo Grande,firstClass,930.34,1.49,573.81,FlyingDrops,1/28/2021,Thu,0
68277,662,Natal,Aracaju,firstClass,576.66,0.46,176.33,CloudFy,11/21/2019,Thu,0
8543,83,Brasilia,Recife,premium,568.38,0.63,242.21,CloudFy,7/25/2020,Sat,1
58328,569,Campo Grande,Salvador,premium,834.61,1.36,522.34,Rainbow,4/23/2020,Thu,0
132986,1311,Florianopolis,Brasilia,economic,555.01,1.66,637.56,Rainbow,2/6/2020,Thu,0
112841,1120,Rio de Janeiro,Florianopolis,firstClass,961.99,1.21,466.3,FlyingDrops,2/8/2020,Sat,1
125368,1237,Florianopolis,Recife,economic,695.3,1.76,676.53,Rainbow,1/9/2020,Thu,0
21528,210,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,11/25/2021,Thu,0
27122,261,Sao Paulo,Brasilia,firstClass,727.31,0.67,257.81,FlyingDrops,3/30/2020,Mon,0
43358,423,Recife,Brasilia,firstClass,721.93,0.63,242.21,Rainbow,3/4/2021,Thu,0
101208,1004,Florianopolis,Aracaju,firstClass,1582.1,2.1,808.85,Rainbow,12/9/2021,Thu,0
97193,961,Brasilia,Florianopolis,premium,1222.24,1.66,637.56,Rainbow,12/2/2019,Mon,0
93558,923,Florianopolis,Brasilia,firstClass,1087.18,1.66,637.56,Rainbow,8/6/2020,Thu,0
133777,1317,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,10/29/2020,Thu,0
36934,352,Natal,Aracaju,economic,301.61,0.46,176.33,Rainbow,2/28/2021,Sun,1
113363,1126,Recife,Florianopolis,premium,1070.54,1.76,676.53,Rainbow,3/6/2021,Sat,1
103470,1027,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,10/17/2019,Thu,0
55516,541,Campo Grande,Natal,premium,652.47,0.65,250.68,CloudFy,11/18/2021,Thu,0
80052,779,Florianopolis,Aracaju,premium,1248.7,2.1,808.85,Rainbow,6/14/2021,Mon,0
20291,196,Campo Grande,Aracaju,firstClass,1545.78,1.69,650.1,Rainbow,8/1/2020,Sat,1
67725,656,Aracaju,Brasilia,economic,472.72,1.11,425.98,CloudFy,10/1/2020,Thu,0
78792,765,Natal,Florianopolis,economic,873.07,1.84,709.37,CloudFy,3/25/2021,Thu,0
1130,10,Recife,Brasilia,premium,638.63,0.63,242.21,Rainbow,2/3/2020,Mon,0
20098,195,Campo Grande,Brasilia,economic,517.82,0.72,277.7,Rainbow,9/12/2020,Sat,1
81699,796,Aracaju,Natal,premium,535.95,0.46,176.33,CloudFy,11/2/2019,Sat,1
86912,858,Natal,Brasilia,economic,686.79,1.43,550.69,Rainbow,12/26/2019,Thu,0
5546,55,Natal,Brasilia,firstClass,1192.62,1.43,550.69,FlyingDrops,7/25/2021,Sun,1
15397,153,Rio de Janeiro,Brasilia,firstClass,591.19,0.48,183.37,FlyingDrops,7/10/2020,Fri,0
115073,1145,Salvador,Florianopolis,firstClass,1657.48,2.44,937.77,CloudFy,5/23/2021,Sun,1
74467,723,Aracaju,Brasilia,firstClass,898.04,1.11,425.98,FlyingDrops,3/5/2020,Thu,0
74651,725,Sao Paulo,Salvador,economic,793.27,1.04,401.66,CloudFy,11/7/2019,Thu,0
14401,145,Brasilia,Aracaju,economic,654.88,1.11,425.98,CloudFy,11/21/2020,Sat,1
48009,467,Natal,Campo Grande,economic,470.16,0.65,250.68,Rainbow,11/15/2019,Fri,0
119570,1186,Brasilia,Florianopolis,firstClass,1576.97,1.66,637.56,Rainbow,11/27/2020,Fri,0
72819,707,Salvador,Aracaju,premium,1209.04,2.16,830.86,CloudFy,3/27/2022,Sun,1
106698,1060,Salvador,Florianopolis,economic,943.15,2.44,937.77,CloudFy,11/18/2019,Mon,0
135737,1335,Recife,Florianopolis,firstClass,1371.83,1.76,676.53,Rainbow,3/14/2021,Sun,1
63897,622,Aracaju,Campo Grande,economic,743.54,1.69,650.1,Rainbow,11/24/2019,Sun,1
55077,538,Rio de Janeiro,Campo Grande,premium,1139.93,2.09,806.48,CloudFy,6/8/2020,Mon,0
68826,666,Rio de Janeiro,Aracaju,economic,734.09,1.55,597.61,Rainbow,2/1/2021,Mon,0
111781,1106,Natal,Florianopolis,economic,873.07,1.84,709.37,CloudFy,6/7/2020,Sun,1
115411,1147,Sao Paulo,Florianopolis,firstClass,1718.28,1.46,562.14,Rainbow,9/9/2022,Fri,0
16087,158,Brasilia,Recife,premium,559.13,0.63,242.21,Rainbow,8/25/2022,Thu,0
29935,285,Salvador,Aracaju,economic,811.73,2.16,830.86,CloudFy,5/14/2021,Fri,0
45585,445,Recife,Sao Paulo,premium,670.13,1.26,486.52,Rainbow,5/20/2021,Thu,0
23201,228,Rio de Janeiro,Recife,economic,932.59,2.3,885.57,Rainbow,6/15/2020,Mon,0
113604,1127,Florianopolis,Recife,economic,674.52,1.76,676.53,CloudFy,2/2/2023,Thu,0
36346,346,Recife,Aracaju,firstClass,1181.19,1.44,555.74,Rainbow,10/28/2021,Thu,0
22450,220,Brasilia,Rio de Janeiro,economic,344.26,0.48,183.37,CloudFy,11/7/2019,Thu,0
90786,896,Florianopolis,Recife,economic,674.52,1.76,676.53,CloudFy,5/4/2023,Thu,0
24906,242,Brasilia,Recife,firstClass,772.21,0.63,242.21,Rainbow,1/16/2020,Thu,0
92689,914,Florianopolis,Brasilia,firstClass,1097.17,1.66,637.56,FlyingDrops,6/8/2023,Thu,0
4942,49,Sao Paulo,Brasilia,firstClass,824.31,0.67,257.81,Rainbow,12/14/2020,Mon,0
25815,248,Campo Grande,Brasilia,premium,661.32,0.72,277.7,CloudFy,2/1/2021,Mon,0
48568,477,Campo Grande,Recife,firstClass,1244.73,1.39,535.4,CloudFy,9/3/2020,Thu,0
37406,356,Florianopolis,Recife,firstClass,1292.29,1.76,676.53,FlyingDrops,11/15/2019,Fri,0
17646,176,Recife,Brasilia,firstClass,709.25,0.63,242.21,CloudFy,9/26/2019,Thu,0
58943,573,Campo Grande,Salvador,premium,826.72,1.36,522.34,CloudFy,9/9/2021,Thu,0
31547,302,Aracaju,Recife,economic,604.14,1.44,555.74,CloudFy,10/25/2019,Fri,0
90605,896,Sao Paulo,Florianopolis,economic,908.17,1.46,562.14,Rainbow,11/16/2019,Sat,1
81917,797,Natal,Aracaju,firstClass,576.66,0.46,176.33,CloudFy,6/25/2020,Thu,0
101217,1004,Campo Grande,Florianopolis,economic,808.63,1.49,573.81,CloudFy,2/13/2022,Sun,1
114708,1140,Florianopolis,Recife,premium,1013.4,1.76,676.53,Rainbow,3/3/2022,Thu,0
62574,610,Florianopolis,Campo Grande,premium,714.86,1.49,573.81,Rainbow,10/18/2020,Sun,1
46246,450,Natal,Aracaju,economic,301.61,0.46,176.33,Rainbow,2/28/2021,Sun,1
71156,690,Natal,Florianopolis,premium,1165.99,1.84,709.37,CloudFy,12/5/2019,Thu,0
47514,461,Campo Grande,Recife,economic,674.16,1.39,535.4,Rainbow,5/28/2020,Thu,0
32153,308,Sao Paulo,Aracaju,firstClass,1186.15,1.02,392.76,CloudFy,4/10/2021,Sat,1
38587,370,Sao Paulo,Aracaju,economic,647.9,1.02,392.76,Rainbow,12/18/2020,Fri,0
68944,667,Sao Paulo,Recife,premium,1145.72,1.26,486.52,Rainbow,1/2/2020,Thu,0
21736,212,Brasilia,Florianopolis,firstClass,1569.65,1.66,637.56,FlyingDrops,9/9/2021,Thu,0
105374,1045,Florianopolis,Sao Paulo,economic,426.91,1.46,562.14,CloudFy,10/17/2019,Thu,0
17114,170,Recife,Campo Grande,firstClass,1038.95,1.39,535.4,FlyingDrops,5/13/2021,Thu,0
127547,1258,Sao Paulo,Florianopolis,premium,1370.17,1.46,562.14,CloudFy,11/1/2020,Sun,1
67782,657,Rio de Janeiro,Sao Paulo,firstClass,701.43,0.86,331.89,CloudFy,5/8/2020,Fri,0
28153,268,Brasilia,Recife,economic,421.2,0.63,242.21,Rainbow,6/13/2022,Mon,0
58109,566,Recife,Campo Grande,premium,793.15,1.39,535.4,CloudFy,11/6/2020,Fri,0
105147,1042,Florianopolis,Recife,economic,695.3,1.76,676.53,Rainbow,12/19/2019,Thu,0
14182,141,Recife,Brasilia,firstClass,697.22,0.63,242.21,FlyingDrops,11/9/2019,Sat,1
89763,886,Florianopolis,Recife,premium,918.66,1.76,676.53,CloudFy,12/19/2019,Thu,0
133609,1316,Brasilia,Florianopolis,premium,1222.24,1.66,637.56,Rainbow,6/29/2020,Mon,0
119508,1185,Salvador,Florianopolis,firstClass,1616.44,2.44,937.77,FlyingDrops,6/3/2022,Fri,0
7641,73,Brasilia,Campo Grande,firstClass,1009.71,0.72,277.7,FlyingDrops,12/17/2020,Thu,0
100348,998,Florianopolis,Aracaju,firstClass,1582.1,2.1,808.85,Rainbow,2/27/2020,Thu,0
26954,260,Aracaju,Brasilia,firstClass,898.04,1.11,425.98,FlyingDrops,11/29/2019,Fri,0
17259,173,Brasilia,Aracaju,economic,721.2,1.11,425.98,Rainbow,2/27/2020,Thu,0
122162,1212,Rio de Janeiro,Florianopolis,firstClass,941.27,1.21,466.3,Rainbow,5/31/2020,Sun,1
77227,751,Salvador,Sao Paulo,economic,381.39,1.04,401.66,Rainbow,3/13/2020,Fri,0
123091,1220,Brasilia,Florianopolis,economic,884.94,1.66,637.56,CloudFy,3/13/2020,Fri,0
69772,676,Aracaju,Brasilia,premium,706.36,1.11,425.98,Rainbow,1/16/2020,Thu,0
119736,1188,Florianopolis,Sao Paulo,economic,427,1.46,562.14,Rainbow,11/19/2020,Thu,0
6054,60,Salvador,Aracaju,firstClass,1581.59,2.16,830.86,FlyingDrops,1/29/2023,Sun,1
88905,878,Aracaju,Florianopolis,economic,869.13,2.1,808.85,CloudFy,5/26/2022,Thu,0
63249,616,Campo Grande,Natal,firstClass,749.85,0.65,250.68,FlyingDrops,4/23/2020,Thu,0
37283,355,Rio de Janeiro,Aracaju,premium,1098.93,1.55,597.61,Rainbow,11/14/2020,Sat,1
43258,422,Brasilia,Florianopolis,firstClass,1569.65,1.66,637.56,FlyingDrops,2/2/2023,Thu,0
132401,1305,Natal,Florianopolis,premium,1165.99,1.84,709.37,CloudFy,9/19/2020,Sat,1
98374,974,Sao Paulo,Florianopolis,firstClass,1718.28,1.46,562.14,Rainbow,9/5/2021,Sun,1
66834,649,Salvador,Natal,firstClass,1195.57,1.85,710.57,Rainbow,9/29/2019,Sun,1
73147,710,Sao Paulo,Natal,economic,488.57,0.85,327.55,CloudFy,11/8/2021,Mon,0
59181,575,Campo Grande,Salvador,premium,834.61,1.36,522.34,Rainbow,10/10/2019,Thu,0
29405,281,Recife,Rio de Janeiro,economic,910.7,2.3,885.57,CloudFy,7/2/2020,Thu,0
33995,326,Brasilia,Aracaju,firstClass,1214.82,1.11,425.98,Rainbow,4/16/2020,Thu,0
25145,243,Recife,Rio de Janeiro,firstClass,1612.39,2.3,885.57,CloudFy,6/17/2021,Thu,0
70760,685,Salvador,Aracaju,firstClass,1520.02,2.16,830.86,Rainbow,12/14/2020,Mon,0
93799,925,Florianopolis,Sao Paulo,firstClass,693.51,1.46,562.14,CloudFy,5/5/2022,Thu,0
25469,246,Salvador,Brasilia,premium,836.89,1.76,676.56,CloudFy,9/28/2019,Sat,1
49348,483,Campo Grande,Salvador,economic,615.26,1.36,522.34,Rainbow,2/3/2022,Thu,0
93169,919,Natal,Florianopolis,firstClass,1540.6,1.84,709.37,FlyingDrops,7/8/2022,Fri,0
51466,500,Campo Grande,Sao Paulo,firstClass,620.16,0.44,168.22,CloudFy,4/28/2022,Thu,0
56391,549,Campo Grande,Florianopolis,economic,764.53,1.49,573.81,Rainbow,10/29/2020,Thu,0
27538,264,Salvador,Aracaju,firstClass,1520.02,2.16,830.86,Rainbow,5/16/2021,Sun,1
114908,1142,Salvador,Florianopolis,firstClass,1657.48,2.44,937.77,CloudFy,7/17/2020,Fri,0
126209,1249,Campo Grande,Florianopolis,firstClass,1341.21,1.49,573.81,Rainbow,3/16/2020,Mon,0
103201,1024,Florianopolis,Natal,firstClass,1348.79,1.84,709.37,FlyingDrops,2/24/2022,Thu,0
128095,1262,Florianopolis,Recife,firstClass,1175.62,1.76,676.53,Rainbow,10/15/2020,Thu,0
110911,1100,Recife,Florianopolis,firstClass,1354.53,1.76,676.53,CloudFy,3/13/2020,Fri,0
83835,822,Sao Paulo,Aracaju,firstClass,1269.73,1.02,392.76,FlyingDrops,5/7/2020,Thu,0
135675,1335,Florianopolis,Natal,firstClass,1385.49,1.84,709.37,Rainbow,1/2/2020,Thu,0
93184,919,Florianopolis,Brasilia,premium,814.55,1.66,637.56,Rainbow,10/20/2022,Thu,0
14397,145,Florianopolis,Recife,economic,674.52,1.76,676.53,CloudFy,10/26/2020,Mon,0
19273,188,Rio de Janeiro,Aracaju,firstClass,1386.46,1.55,597.61,Rainbow,9/26/2021,Sun,1
52324,507,Campo Grande,Natal,premium,652.47,0.65,250.68,CloudFy,7/22/2021,Thu,0
38114,365,Salvador,Aracaju,firstClass,1520.02,2.16,830.86,Rainbow,4/10/2020,Fri,0
61975,605,Campo Grande,Brasilia,economic,506.56,0.72,277.7,CloudFy,7/2/2020,Thu,0
131149,1290,Sao Paulo,Florianopolis,premium,1370.17,1.46,562.14,CloudFy,9/21/2020,Mon,0
70779,685,Brasilia,Natal,premium,1067.3,1.43,550.69,CloudFy,4/25/2021,Sun,1
135267,1331,Brasilia,Florianopolis,premium,1189.32,1.66,637.56,CloudFy,9/25/2020,Fri,0
66080,641,Rio de Janeiro,Campo Grande,economic,882.99,2.09,806.48,CloudFy,4/18/2022,Mon,0
43984,431,Florianopolis,Recife,firstClass,1292.29,1.76,676.53,FlyingDrops,10/26/2019,Sat,1
64647,630,Florianopolis,Campo Grande,economic,478.02,1.49,573.81,CloudFy,1/31/2021,Sun,1
79294,772,Sao Paulo,Aracaju,economic,647.9,1.02,392.76,Rainbow,6/11/2020,Thu,0
135572,1333,Brasilia,Florianopolis,economic,889.07,1.66,637.56,Rainbow,6/29/2020,Mon,0
93493,922,Natal,Florianopolis,firstClass,1554.92,1.84,709.37,Rainbow,9/17/2022,Sat,1
36258,346,Aracaju,Sao Paulo,firstClass,756.3,1.02,392.76,FlyingDrops,2/20/2020,Thu,0
68744,665,Natal,Campo Grande,firstClass,855.82,0.65,250.68,Rainbow,4/22/2021,Thu,0
52700,511,Campo Grande,Natal,premium,652.47,0.65,250.68,CloudFy,5/21/2020,Thu,0
16933,169,Aracaju,Sao Paulo,firstClass,730.43,1.02,392.76,CloudFy,3/19/2020,Thu,0
101020,1003,Brasilia,Florianopolis,firstClass,1487.52,1.66,637.56,CloudFy,12/4/2021,Sat,1
72151,701,Sao Paulo,Campo Grande,premium,447.53,0.44,168.22,CloudFy,6/10/2021,Thu,0
101529,1007,Florianopolis,Rio de Janeiro,firstClass,549.55,1.21,466.3,Rainbow,1/30/2020,Thu,0
88084,870,Natal,Florianopolis,premium,1165.99,1.84,709.37,CloudFy,3/5/2020,Thu,0
9049,91,Natal,Recife,firstClass,744.11,0.58,222.67,CloudFy,5/11/2020,Mon,0
12778,125,Brasilia,Natal,firstClass,1313.76,1.43,550.69,CloudFy,7/16/2020,Thu,0
110686,1097,Rio de Janeiro,Florianopolis,economic,533.69,1.21,466.3,CloudFy,9/13/2020,Sun,1
45676,445,Recife,Brasilia,economic,439.38,0.63,242.21,Rainbow,2/19/2023,Sun,1
108411,1076,Aracaju,Florianopolis,premium,1174.97,2.1,808.85,CloudFy,10/17/2020,Sat,1
60493,584,Aracaju,Campo Grande,premium,1021.53,1.69,650.1,CloudFy,1/7/2023,Sat,1
119276,1184,Recife,Florianopolis,economic,761.2,1.76,676.53,CloudFy,3/16/2020,Mon,0
95118,940,Recife,Florianopolis,economic,761.2,1.76,676.53,CloudFy,12/6/2019,Fri,0
6381,63,Brasilia,Aracaju,premium,987.07,1.11,425.98,CloudFy,10/12/2019,Sat,1
131365,1293,Aracaju,Florianopolis,premium,1132.81,2.1,808.85,Rainbow,1/9/2021,Sat,1
4673,46,Brasilia,Aracaju,firstClass,1287.52,1.11,425.98,FlyingDrops,12/9/2021,Thu,0
88554,875,Natal,Aracaju,firstClass,611.4,0.46,176.33,Rainbow,4/10/2020,Fri,0
106347,1056,Sao Paulo,Florianopolis,economic,947.95,1.46,562.14,CloudFy,6/26/2021,Sat,1
21866,213,Brasilia,Campo Grande,premium,851.15,0.72,277.7,Rainbow,10/8/2020,Thu,0
78773,765,Natal,Sao Paulo,firstClass,1148.78,0.85,327.55,Rainbow,11/13/2020,Fri,0
121525,1205,Recife,Florianopolis,firstClass,1434.38,1.76,676.53,FlyingDrops,11/15/2019,Fri,0
109280,1083,Sao Paulo,Florianopolis,economic,908.17,1.46,562.14,Rainbow,10/31/2021,Sun,1
61116,596,Campo Grande,Aracaju,economic,877.56,1.69,650.1,Rainbow,10/31/2019,Thu,0
40917,395,Rio de Janeiro,Brasilia,economic,364.34,0.48,183.37,Rainbow,11/2/2020,Mon,0
130845,1287,Salvador,Florianopolis,economic,899.6,2.44,937.77,Rainbow,8/29/2020,Sat,1
81001,788,Aracaju,Recife,economic,604.14,1.44,555.74,CloudFy,5/6/2021,Thu,0
65858,640,Sao Paulo,Campo Grande,economic,335.16,0.44,168.22,CloudFy,2/22/2021,Mon,0
47832,462,Natal,Campo Grande,economic,546.04,0.65,250.68,CloudFy,12/5/2022,Mon,0
48878,479,Campo Grande,Brasilia,firstClass,847.83,0.72,277.7,FlyingDrops,11/12/2020,Thu,0
104173,1033,Rio de Janeiro,Florianopolis,premium,672.66,1.21,466.3,Rainbow,9/21/2020,Mon,0
73054,710,Sao Paulo,Florianopolis,premium,1370.17,1.46,562.14,CloudFy,1/23/2020,Thu,0
109890,1089,Florianopolis,Recife,firstClass,1175.62,1.76,676.53,Rainbow,1/6/2022,Thu,0
130750,1286,Recife,Florianopolis,premium,1070.54,1.76,676.53,Rainbow,6/27/2022,Mon,0
77644,755,Recife,Sao Paulo,firstClass,954.78,1.26,486.52,FlyingDrops,9/18/2020,Fri,0
119984,1190,Florianopolis,Natal,firstClass,1348.79,1.84,709.37,FlyingDrops,4/16/2020,Thu,0
27713,265,Brasilia,Salvador,firstClass,1665.24,1.76,676.56,Rainbow,1/28/2021,Thu,0
73613,714,Aracaju,Campo Grande,premium,1021.53,1.69,650.1,CloudFy,4/29/2021,Thu,0
4219,41,Recife,Aracaju,firstClass,1300.81,1.44,555.74,FlyingDrops,4/28/2022,Thu,0
13085,128,Aracaju,Florianopolis,premium,1132.81,2.1,808.85,Rainbow,11/14/2019,Thu,0
99068,981,Salvador,Florianopolis,economic,899.6,2.44,937.77,Rainbow,1/18/2021,Mon,0
16845,168,Rio de Janeiro,Brasilia,firstClass,688.06,0.48,183.37,CloudFy,11/7/2021,Sun,1
131713,1296,Salvador,Florianopolis,premium,1336.68,2.44,937.77,Rainbow,6/15/2020,Mon,0
28240,269,Florianopolis,Brasilia,firstClass,1097.17,1.66,637.56,FlyingDrops,7/31/2020,Fri,0
59526,577,Campo Grande,Brasilia,economic,517.82,0.72,277.7,Rainbow,10/8/2020,Thu,0
15926,157,Brasilia,Rio de Janeiro,firstClass,586.04,0.48,183.37,Rainbow,4/21/2022,Thu,0
78111,758,Sao Paulo,Natal,premium,719.91,0.85,327.55,CloudFy,7/9/2020,Thu,0
27200,261,Brasilia,Salvador,premium,1346.6,1.76,676.56,CloudFy,9/23/2021,Thu,0
31493,301,Rio de Janeiro,Recife,premium,1306.26,2.3,885.57,Rainbow,3/26/2021,Fri,0
134025,1320,Florianopolis,Recife,premium,918.66,1.76,676.53,CloudFy,4/2/2020,Thu,0
19950,194,Natal,Brasilia,firstClass,1300.53,1.43,550.69,CloudFy,3/1/2021,Mon,0
33921,325,Florianopolis,Aracaju,premium,1149.53,2.1,808.85,CloudFy,1/23/2022,Sun,1
110898,1100,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,12/12/2019,Thu,0
10037,101,Aracaju,Rio de Janeiro,premium,1007.72,1.55,597.61,CloudFy,11/14/2019,Thu,0
98051,972,Recife,Florianopolis,premium,1074.75,1.76,676.53,CloudFy,3/13/2020,Fri,0
44543,435,Salvador,Brasilia,economic,587.85,1.76,676.56,CloudFy,10/26/2019,Sat,1
125435,1238,Florianopolis,Natal,firstClass,1348.79,1.84,709.37,FlyingDrops,5/7/2020,Thu,0
2067,18,Campo Grande,Brasilia,firstClass,949.99,0.72,277.7,CloudFy,1/17/2021,Sun,1
66485,645,Campo Grande,Sao Paulo,firstClass,620.16,0.44,168.22,CloudFy,8/12/2021,Thu,0
105272,1043,Aracaju,Florianopolis,premium,1174.97,2.1,808.85,CloudFy,11/29/2020,Sun,1
32897,317,Aracaju,Rio de Janeiro,economic,712.64,1.55,597.61,Rainbow,2/18/2021,Thu,0
3265,32,Recife,Brasilia,premium,638.63,0.63,242.21,Rainbow,7/8/2021,Thu,0
40128,388,Florianopolis,Aracaju,economic,819.41,2.1,808.85,Rainbow,5/3/2020,Sun,1
104069,1032,Recife,Florianopolis,firstClass,1434.38,1.76,676.53,FlyingDrops,7/24/2020,Fri,0
105064,1041,Brasilia,Florianopolis,firstClass,1569.65,1.66,637.56,FlyingDrops,1/28/2022,Fri,0
109527,1086,Brasilia,Florianopolis,economic,884.94,1.66,637.56,CloudFy,11/18/2019,Mon,0
85959,847,Natal,Recife,firstClass,694.42,0.58,222.67,FlyingDrops,6/3/2021,Thu,0
134427,1322,Florianopolis,Salvador,firstClass,1630.75,2.44,937.77,Rainbow,1/27/2022,Thu,0
130858,1288,Florianopolis,Campo Grande,economic,478.02,1.49,573.81,CloudFy,12/5/2019,Thu,0
76436,744,Natal,Sao Paulo,firstClass,1142.29,0.85,327.55,FlyingDrops,6/4/2020,Thu,0
16621,166,Natal,Recife,premium,579.62,0.58,222.67,Rainbow,6/13/2020,Sat,1
61387,599,Natal,Campo Grande,premium,748.52,0.65,250.68,CloudFy,9/25/2022,Sun,1
90115,889,Salvador,Florianopolis,firstClass,1616.44,2.44,937.77,FlyingDrops,5/3/2020,Sun,1
30500,290,Campo Grande,Recife,premium,959.91,1.39,535.4,CloudFy,5/9/2021,Sun,1
66811,648,Recife,Natal,premium,474.6,0.58,222.67,CloudFy,3/26/2021,Fri,0
113029,1121,Florianopolis,Natal,economic,780.68,1.84,709.37,Rainbow,6/3/2021,Thu,0
68962,667,Aracaju,Brasilia,firstClass,957.68,1.11,425.98,CloudFy,5/7/2020,Thu,0
51925,504,Campo Grande,Aracaju,firstClass,1473.41,1.69,650.1,FlyingDrops,12/24/2020,Thu,0
105048,1041,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,10/11/2021,Mon,0
91325,900,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,9/1/2022,Thu,0
78731,765,Sao Paulo,Campo Grande,premium,447.53,0.44,168.22,CloudFy,1/23/2020,Thu,0
89817,886,Natal,Florianopolis,firstClass,1540.6,1.84,709.37,FlyingDrops,1/4/2021,Mon,0
10626,106,Florianopolis,Recife,firstClass,1175.62,1.76,676.53,Rainbow,1/24/2022,Mon,0
9329,94,Aracaju,Salvador,economic,964.83,2.16,830.86,CloudFy,4/9/2020,Thu,0
20985,206,Salvador,Brasilia,firstClass,1032.4,1.76,676.56,CloudFy,4/11/2021,Sun,1
11824,115,Aracaju,Campo Grande,firstClass,1387.89,1.69,650.1,Rainbow,8/11/2022,Thu,0
87011,859,Campo Grande,Aracaju,firstClass,1473.41,1.69,650.1,FlyingDrops,10/11/2019,Fri,0
75713,737,Natal,Brasilia,economic,686.79,1.43,550.69,Rainbow,7/1/2021,Thu,0
76667,745,Recife,Aracaju,premium,932.84,1.44,555.74,CloudFy,3/6/2021,Sat,1
40908,395,Brasilia,Recife,firstClass,772.21,0.63,242.21,Rainbow,8/27/2020,Thu,0
50208,490,Rio de Janeiro,Campo Grande,economic,882.99,2.09,806.48,CloudFy,10/19/2019,Sat,1
85516,840,Campo Grande,Aracaju,firstClass,1545.78,1.69,650.1,Rainbow,9/13/2020,Sun,1
9244,93,Campo Grande,Recife,firstClass,1262.23,1.39,535.4,FlyingDrops,2/13/2022,Sun,1
3411,34,Salvador,Brasilia,firstClass,1040.84,1.76,676.56,Rainbow,9/21/2020,Mon,0
57293,558,Campo Grande,Sao Paulo,premium,536.98,0.44,168.22,CloudFy,1/2/2020,Thu,0
390,3,Sao Paulo,Brasilia,economic,389.47,0.67,257.81,CloudFy,11/20/2022,Sun,1
48234,471,Campo Grande,Rio de Janeiro,premium,1363.27,2.09,806.48,CloudFy,2/20/2020,Thu,0
71027,688,Recife,Sao Paulo,economic,545.95,1.26,486.52,Rainbow,1/24/2021,Sun,1
101563,1007,Natal,Florianopolis,economic,873.07,1.84,709.37,CloudFy,9/25/2020,Fri,0
2887,25,Aracaju,Recife,premium,875.41,1.44,555.74,Rainbow,1/14/2021,Thu,0
80822,787,Sao Paulo,Natal,premium,701.29,0.85,327.55,Rainbow,11/9/2019,Sat,1
4641,46,Natal,Aracaju,firstClass,611.59,0.46,176.33,FlyingDrops,5/2/2021,Sun,1
31935,307,Recife,Brasilia,economic,393.68,0.63,242.21,CloudFy,8/20/2020,Thu,0
102988,1022,Recife,Florianopolis,economic,761.2,1.76,676.53,CloudFy,3/13/2022,Sun,1
71945,699,Florianopolis,Natal,firstClass,1385.49,1.84,709.37,Rainbow,4/4/2020,Sat,1
119823,1188,Recife,Florianopolis,premium,1074.75,1.76,676.53,CloudFy,7/25/2022,Mon,0
135509,1332,Natal,Florianopolis,economic,873.07,1.84,709.37,CloudFy,8/27/2022,Sat,1
95353,941,Florianopolis,Natal,economic,780.68,1.84,709.37,Rainbow,8/13/2020,Thu,0
74033,717,Natal,Rio de Janeiro,firstClass,1375.48,1.55,595.03,FlyingDrops,12/17/2020,Thu,0
